CO_ID;DATA;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;QTD_ITENS_DISTINTOS;QTD_UNIDADES;QTD_CATEGORIAS_DISTINTAS
849571;2022-05-23;561;M;2;0;B;50;53;6
849622;2022-05-23;666;F;2;2;B;50;59;5
849654;2022-05-23;151;F;1;0;B;31;35;3
849747;2022-05-23;96;F;1;1;C;42;44;5
849764;2022-05-23;47;F;4;0;B;65;89;6
849788;2022-05-23;204;F;3;3;B;21;21;4
849878;2022-05-23;715;F;3;4;B;53;56;5
849964;2022-05-23;476;M;3;0;C;56;68;6
850053;2022-05-23;843;F;5;1;C;47;54;5
850085;2022-05-23;646;F;1;0;B;49;56;6
850090;2022-05-23;676;M;2;3;B;44;47;4
850180;2022-05-23;856;F;5;1;B;28;31;6
850220;2022-05-23;283;M;4;1;B;68;80;7
850316;2022-05-23;851;F;2;0;B;62;65;7
850336;2022-05-23;478;M;1;4;A;14;14;4
850343;2022-05-23;317;M;3;0;B;20;21;3
850441;2022-05-23;513;F;4;3;B;24;24;4
850458;2022-05-23;17;M;4;0;B;28;33;5
850478;2022-05-23;449;F;2;3;B;63;70;6
850564;2022-05-23;240;M;4;0;B;35;40;5
850636;2022-05-23;361;F;1;0;C;62;74;6
850652;2022-05-23;645;F;4;0;B;72;85;6
850666;2022-05-23;378;F;2;0;C;13;14;4
850678;2022-05-23;694;M;4;0;C;50;60;6
850746;2022-05-23;942;M;1;0;B;65;78;7
850825;2022-05-23;266;F;3;3;B;12;12;4
850898;2022-05-23;367;F;1;0;A;63;83;6
850975;2022-05-23;908;M;3;2;C;15;15;4
850982;2022-05-23;478;M;1;4;A;59;64;7
851020;2022-05-23;790;F;3;0;B;26;29;5
851042;2022-05-23;640;M;4;0;C;58;68;6
851078;2022-05-23;659;F;2;2;B;15;15;3
851170;2022-05-23;187;M;2;1;B;41;46;5
851179;2022-05-23;869;F;3;0;B;13;13;3
851231;2022-05-23;702;M;1;0;B;19;19;4
851271;2022-05-23;165;F;4;0;C;73;85;6
851359;2022-05-23;137;F;4;1;B;19;21;4
851431;2022-05-23;405;F;4;0;B;50;53;5
851515;2022-05-23;363;F;1;0;B;22;24;5
851559;2022-05-23;752;M;3;0;C;47;56;7
851564;2022-05-23;19;F;2;2;C;70;77;6
851625;2022-05-23;512;M;4;0;B;60;76;5
851644;2022-05-23;823;M;5;3;B;46;55;6
851663;2022-05-23;512;M;4;0;B;44;50;4
851740;2022-05-23;542;M;3;1;B;6;6;3
851774;2022-05-23;872;M;3;4;A;32;35;5
851780;2022-05-23;174;M;4;3;C;2;2;2
851806;2022-05-23;172;M;2;0;B;17;17;6
851880;2022-05-23;562;F;3;0;B;56;67;6
851904;2022-05-23;959;M;5;1;B;24;26;4
852003;2022-05-23;329;F;3;0;B;32;37;4
852074;2022-05-23;209;F;4;0;B;11;12;4
852124;2022-05-23;949;M;1;0;B;13;14;5
852215;2022-05-23;720;M;2;3;B;27;27;5
852295;2022-05-23;929;M;4;0;B;36;37;6
852337;2022-05-23;711;M;4;2;B;54;58;6
852338;2022-05-23;251;F;2;0;C;10;10;4
852402;2022-05-23;181;F;2;2;B;75;87;7
852483;2022-05-23;683;F;3;0;B;45;48;6
852506;2022-05-23;83;M;1;4;B;56;65;7
852510;2022-05-23;693;F;4;0;B;2;2;2
852565;2022-05-23;992;F;2;0;B;67;74;5
852624;2022-05-23;892;F;4;2;B;71;82;7
852705;2022-05-23;79;F;2;0;C;46;49;6
852756;2022-05-23;368;M;4;0;C;62;71;6
852782;2022-05-23;760;F;2;0;A;61;72;5
852870;2022-05-23;693;F;4;0;B;31;35;3
852908;2022-05-23;364;F;4;2;C;30;30;6
852970;2022-05-23;100;F;2;3;C;15;15;4
853068;2022-05-23;546;F;4;0;B;65;73;5
853140;2022-05-23;978;F;3;0;C;31;31;5
853224;2022-05-23;54;M;1;0;A;34;36;5
853234;2022-05-23;312;M;1;0;A;50;57;6
853329;2022-05-23;418;M;2;2;A;4;4;2
853420;2022-05-23;934;F;2;2;B;46;54;6
853429;2022-05-23;491;M;2;1;A;38;41;5
853479;2022-05-23;32;F;1;0;B;16;16;5
853486;2022-05-23;727;M;4;2;C;2;2;2
853519;2022-05-23;669;F;4;0;B;33;35;5
853563;2022-05-23;992;F;2;0;B;68;77;7
853612;2022-05-23;680;F;3;0;C;26;28;4
853676;2022-05-23;87;M;3;2;A;56;67;6
853752;2022-05-23;472;M;2;1;C;23;23;4
853764;2022-05-23;316;F;3;2;B;14;15;5
853847;2022-05-23;449;F;2;3;B;37;42;4
853908;2022-05-23;145;M;3;0;B;20;20;5
853925;2022-05-28;88;F;1;0;B;34;36;5
853974;2022-05-28;847;M;4;2;A;11;11;4
854040;2022-05-28;690;F;1;3;B;32;35;5
854083;2022-05-28;767;F;1;0;B;37;39;6
854182;2022-05-28;320;M;3;4;B;47;56;6
854194;2022-05-28;909;M;3;0;B;3;3;1
854238;2022-05-28;995;M;3;1;B;44;49;6
854331;2022-05-28;569;M;1;1;A;63;74;6
854375;2022-05-28;862;M;4;0;B;36;42;5
854418;2022-05-28;462;F;4;0;A;15;16;6
854421;2022-05-28;962;M;3;4;B;55;60;6
854466;2022-05-28;834;M;3;3;B;31;32;5
854488;2022-05-28;357;M;2;2;C;54;60;5
854542;2022-05-28;61;M;1;2;B;60;73;6
854552;2022-05-28;246;M;2;2;B;43;48;6
854585;2022-05-28;658;F;1;1;B;52;65;6
854630;2022-05-28;702;M;1;0;B;49;53;5
854653;2022-05-28;480;F;2;0;C;39;40;6
854713;2022-05-28;159;M;1;0;C;46;49;6
854718;2022-05-28;879;M;2;2;C;46;50;6
854774;2022-05-28;532;F;2;3;B;33;36;4
854846;2022-05-28;878;F;4;3;C;18;18;5
854929;2022-05-28;557;F;2;0;A;39;45;6
854995;2022-05-28;249;F;4;0;B;72;81;6
855005;2022-05-28;678;F;3;0;C;61;65;6
855062;2022-05-28;978;F;3;0;C;64;75;6
855131;2022-05-28;155;F;2;0;B;44;53;6
855145;2022-05-28;883;M;1;0;B;56;65;6
855186;2022-05-28;590;M;4;3;B;24;24;4
855219;2022-05-28;314;F;1;1;A;61;69;5
855281;2022-05-28;896;M;3;0;B;12;12;4
855314;2022-05-28;470;M;3;1;B;68;78;6
855384;2022-05-28;10;M;1;0;B;54;58;5
855386;2022-05-28;478;M;1;4;A;40;44;5
855453;2022-05-28;504;M;3;0;B;57;66;6
855495;2022-05-28;916;F;3;4;C;42;44;4
855504;2022-05-28;499;M;3;0;B;24;24;4
855559;2022-05-28;573;F;1;0;C;68;85;7
855646;2022-05-28;107;F;2;0;C;28;31;5
855647;2022-05-28;599;F;1;4;C;34;34;6
855744;2022-05-28;894;F;4;3;C;10;10;4
855793;2022-05-28;631;M;1;4;C;71;83;7
855861;2022-05-28;471;F;4;0;A;47;52;7
855957;2022-05-28;368;M;4;0;C;36;37;5
856014;2022-05-28;398;F;4;1;B;29;30;6
856067;2022-05-28;762;F;2;0;B;13;13;5
856100;2022-05-28;650;F;2;0;C;55;62;6
856196;2022-05-28;711;M;4;2;B;40;42;6
856241;2022-05-28;53;M;1;1;B;5;5;3
856256;2022-05-28;822;M;2;3;B;52;61;6
856265;2022-05-28;389;F;3;0;C;61;71;6
856348;2022-05-28;828;F;2;4;B;5;5;1
856396;2022-05-28;118;M;2;4;A;3;3;3
856414;2022-05-28;402;M;2;0;C;28;32;5
856484;2022-05-28;938;M;1;4;B;42;45;6
856509;2022-05-28;615;M;1;4;C;36;45;5
856536;2022-02-06;317;M;3;0;B;51;59;6
856628;2022-02-06;963;M;3;0;B;33;34;6
856702;2022-02-06;372;M;1;4;B;68;83;6
856748;2022-02-06;327;M;4;2;A;14;14;4
856788;2022-02-06;323;M;1;3;B;54;60;6
856796;2022-02-06;479;F;1;0;B;57;67;6
856841;2022-02-06;483;M;1;0;C;52;61;5
856890;2022-02-06;957;M;2;3;B;42;46;6
856912;2022-02-06;203;F;3;0;A;70;82;6
856976;2022-02-06;391;F;2;0;A;65;77;6
857001;2022-02-06;876;F;2;3;B;38;50;6
857066;2022-02-06;617;F;4;3;C;51;53;6
857102;2022-02-06;287;F;1;0;B;56;68;5
857169;2022-02-06;260;F;2;0;C;49;56;6
857204;2022-02-06;131;F;2;0;C;39;39;5
857302;2022-02-06;654;M;1;1;B;46;56;5
857374;2022-02-06;890;M;3;0;C;32;35;5
857428;2022-02-06;823;M;5;3;B;55;71;6
857479;2022-02-06;454;F;1;0;B;73;84;5
857558;2022-02-06;524;F;4;3;C;67;74;6
857600;2022-02-06;961;F;1;0;C;71;84;6
857689;2022-02-06;884;F;3;2;C;2;2;2
857720;2022-02-06;505;F;1;0;C;37;39;6
857803;2022-02-06;577;M;4;0;C;70;86;7
857843;2022-02-06;992;F;2;0;B;22;22;5
857911;2022-02-06;888;F;4;2;B;49;53;6
857925;2022-02-06;805;F;3;0;C;36;39;6
857957;2022-02-06;797;M;2;4;B;38;45;5
857978;2022-02-06;250;F;4;1;B;62;69;6
858000;2022-02-06;974;M;4;1;B;66;79;6
858037;2022-02-06;833;F;1;4;B;35;40;6
858056;2022-02-06;952;F;3;4;C;33;37;6
858147;2022-02-06;624;M;4;0;B;28;32;5
858179;2022-02-06;583;F;2;0;B;63;71;6
858236;2022-02-06;432;F;1;0;C;71;89;6
858326;2022-02-06;789;F;5;1;B;45;54;6
858414;2022-02-06;70;F;4;0;B;43;49;5
858426;2022-02-06;494;F;5;1;C;15;15;5
858480;2022-02-06;41;M;3;0;C;56;67;6
858575;2022-02-06;352;M;4;2;B;3;3;2
858647;2022-02-06;158;M;3;0;B;13;15;5
858673;2022-02-06;583;F;2;0;B;33;36;5
858712;2022-02-06;930;F;4;1;B;45;63;5
858742;2022-02-06;480;F;2;0;C;29;29;5
858788;2022-02-06;949;M;1;0;B;7;7;4
858789;2022-02-06;167;M;1;1;A;38;42;5
858812;2022-02-06;145;M;3;0;B;24;25;5
858815;2022-02-06;754;F;3;4;B;22;22;6
858823;2022-02-06;191;M;3;0;B;59;70;6
858915;2022-02-06;175;M;1;0;B;14;16;4
858995;2022-02-06;609;F;4;0;C;40;42;5
859009;2022-02-06;675;M;4;0;B;25;26;4
859038;2022-02-06;13;M;2;1;B;25;29;6
859067;2022-02-06;908;M;3;2;C;69;84;6
859120;2022-02-06;779;M;3;4;A;32;36;4
859215;2022-02-06;702;M;1;0;B;4;4;3
859235;2022-02-06;203;F;3;0;A;17;20;5
859315;2022-02-06;664;M;3;1;B;41;47;6
859369;2022-02-06;857;F;2;2;B;69;79;4
859455;2022-02-06;556;F;4;0;B;72;83;5
859494;2022-02-06;509;F;2;3;C;59;74;6
859546;2022-02-06;550;M;4;0;B;46;51;5
859637;2022-02-06;879;M;2;2;C;72;84;7
859697;2022-02-06;982;M;4;3;B;58;64;6
859717;2022-02-06;968;F;1;0;B;72;87;6
859767;2022-02-06;135;M;3;0;B;35;39;7
859845;2022-02-06;608;F;3;0;C;9;9;3
859876;2022-02-06;762;F;2;0;B;16;17;6
859918;2022-02-06;421;M;3;3;C;40;45;5
859945;2022-02-06;564;M;3;2;B;4;4;2
860032;2022-02-06;515;M;4;0;A;73;87;6
860065;2022-02-06;879;M;2;2;C;22;23;4
860118;2022-02-06;595;M;1;0;B;60;72;6
860154;2022-02-06;978;F;3;0;C;45;56;4
860163;2022-02-06;192;F;4;0;B;50;56;7
860206;2022-02-06;187;M;2;1;B;50;53;6
860207;2022-02-06;38;M;3;0;B;60;69;7
860214;2022-02-06;524;F;4;3;C;62;72;6
860298;2022-02-06;739;F;2;3;B;60;75;7
860397;2022-02-06;739;F;2;3;B;33;35;4
860420;2022-02-06;156;F;2;0;B;14;14;3
860498;2022-02-06;204;F;3;3;B;25;26;4
860583;2022-02-06;223;F;3;0;B;67;85;6
860587;2022-02-06;724;M;1;0;B;62;72;6
860588;2022-02-06;185;F;3;0;C;37;39;6
860663;2022-04-06;89;F;3;3;C;4;4;2
860706;2022-04-06;663;F;4;0;B;47;50;6
860760;2022-04-06;479;F;1;0;B;31;31;6
860832;2022-04-06;659;F;2;2;B;23;23;4
860864;2022-04-06;781;M;4;0;B;25;29;4
860948;2022-04-06;403;M;3;2;B;56;70;6
860954;2022-04-06;691;M;4;0;B;29;33;5
860960;2022-04-06;442;F;3;2;B;6;6;4
861049;2022-04-06;656;M;2;0;C;58;68;5
861111;2022-04-06;314;F;1;1;A;61;72;6
861193;2022-04-06;790;F;3;0;B;13;13;4
861235;2022-04-06;253;F;4;1;B;5;5;4
861256;2022-04-06;549;M;2;3;C;49;58;6
861289;2022-04-06;471;F;4;0;A;38;44;6
861291;2022-04-06;822;M;2;3;B;42;49;4
861343;2022-04-06;730;F;2;0;B;55;71;5
861434;2022-04-06;124;F;4;2;B;71;87;6
861440;2022-11-06;763;F;4;0;B;74;86;6
861479;2022-11-06;953;M;1;1;B;17;17;4
861517;2022-11-06;765;F;5;1;B;53;57;6
861557;2022-11-06;406;M;2;4;C;29;32;5
861606;2022-11-06;555;M;4;3;A;56;66;7
861642;2022-11-06;390;F;2;0;B;31;31;5
861645;2022-11-06;733;M;4;0;B;31;34;4
861686;2022-11-06;450;M;1;0;B;65;75;6
861767;2022-11-06;694;M;4;0;C;6;6;3
861847;2022-11-06;572;M;1;0;C;11;11;3
861858;2022-11-06;157;M;1;1;C;55;63;7
861878;2022-11-06;948;M;4;0;C;23;23;5
861943;2022-11-06;54;M;1;0;A;20;21;4
861967;2022-11-06;785;M;1;4;C;8;8;5
862029;2022-11-06;887;F;3;0;B;42;44;5
862061;2022-11-06;885;F;3;1;A;27;28;5
862093;2022-11-06;289;F;3;4;C;16;18;5
862134;2022-11-06;659;F;2;2;B;8;8;2
862182;2022-11-06;656;M;2;0;C;48;50;6
862268;2022-11-06;804;F;4;3;B;17;17;3
862321;2022-11-06;832;F;1;0;B;24;24;5
862418;2022-11-06;808;F;3;0;B;41;44;5
862494;2022-11-06;193;F;4;0;B;50;55;6
862495;2022-11-06;984;F;4;3;B;27;30;5
862523;2022-11-06;40;M;2;1;B;42;45;6
862538;2022-11-06;138;F;3;2;B;6;6;4
862592;2022-11-06;434;M;1;4;B;35;40;4
862683;2022-11-06;579;F;3;0;B;59;66;6
862768;2022-11-06;908;M;3;2;C;55;71;6
862818;2022-11-06;979;F;3;0;A;14;15;4
862827;2022-11-06;928;F;5;1;B;26;28;6
862847;2022-11-06;388;F;4;3;B;27;28;5
862941;2022-11-06;524;F;4;3;C;63;81;6
862970;2022-11-06;442;F;3;2;B;40;45;6
863053;2022-11-06;759;F;3;0;B;55;60;5
863120;2022-11-06;85;M;1;0;B;43;45;4
863169;2022-11-06;30;M;4;0;B;39;40;6
863211;2022-11-06;796;M;2;3;B;64;75;6
863226;2022-11-06;926;M;1;0;B;35;36;6
863306;2022-11-06;617;F;4;3;C;14;14;5
863340;2022-11-06;340;M;3;4;B;60;64;5
863413;2022-11-06;474;M;2;0;B;63;77;7
863452;2022-11-06;930;F;4;1;B;20;20;5
863542;2022-11-06;402;M;2;0;C;60;75;6
863556;2022-11-06;408;F;4;0;B;51;56;6
863598;2022-11-06;652;F;4;0;B;59;61;5
863649;2022-11-06;444;F;2;0;B;9;10;4
863671;2022-11-06;613;F;3;0;B;10;10;3
863768;2022-11-06;797;M;2;4;B;68;80;7
863828;2022-11-06;313;M;3;0;B;37;39;6
863854;2022-11-06;83;M;1;4;B;45;54;6
863883;2022-11-06;353;M;1;2;B;52;57;5
863926;2022-11-06;7;M;1;3;B;18;19;5
863992;2022-11-06;794;M;1;2;B;21;22;4
864010;2022-11-06;227;F;3;0;C;49;57;5
864044;2022-11-06;773;M;4;0;B;59;63;6
864134;2022-11-06;731;M;3;4;B;73;87;6
864220;2022-11-06;834;M;3;3;B;29;30;7
864280;2022-11-06;719;M;1;0;B;69;75;6
864333;2022-11-06;87;M;3;2;A;48;56;6
864365;2022-11-06;608;F;3;0;C;25;25;5
864372;2022-11-06;658;F;1;1;B;73;85;6
864395;2022-11-06;364;F;4;2;C;52;69;6
864466;2022-11-06;29;M;2;0;B;69;80;6
864494;2022-11-06;482;M;4;2;B;50;59;6
864551;2022-11-06;743;M;1;3;C;64;78;6
864597;2022-11-06;785;M;1;4;C;62;68;5
864659;2022-11-06;263;M;3;0;B;58;66;6
864757;2022-11-06;623;F;3;0;C;62;67;6
864778;2022-11-06;791;F;1;0;B;15;15;4
864802;2022-11-06;128;F;2;0;B;73;87;7
864866;2022-06-18;528;M;2;2;C;61;72;6
864889;2022-06-18;497;M;3;0;B;16;16;5
864911;2022-06-18;290;F;1;0;B;59;75;5
864962;2022-06-18;921;M;2;3;B;24;26;4
864966;2022-06-18;607;F;2;0;B;49;54;6
865029;2022-06-18;966;F;4;2;B;21;22;5
865038;2022-06-18;902;F;2;1;B;73;89;6
865113;2022-06-18;855;M;4;1;C;1;1;1
865130;2022-06-18;777;F;1;0;B;3;3;2
865181;2022-06-18;387;M;2;2;B;16;17;4
865186;2022-06-18;10;M;1;0;B;57;75;5
865282;2022-06-18;126;M;1;0;C;22;24;4
865376;2022-06-18;369;F;3;4;C;61;71;5
865445;2022-06-18;649;F;3;0;B;4;4;3
865454;2022-06-18;9;F;2;0;B;48;54;7
865478;2022-06-18;712;F;2;3;B;59;66;6
865532;2022-06-18;682;F;2;2;B;65;79;6
865605;2022-06-18;204;F;3;3;B;48;56;6
865688;2022-06-18;65;M;4;0;B;36;37;5
865750;2022-06-18;400;F;4;1;C;62;72;6
865817;2022-06-18;33;F;2;0;B;44;48;6
865831;2022-06-18;988;F;2;0;C;38;43;5
865867;2022-06-18;564;M;3;2;B;68;79;6
865937;2022-06-18;462;F;4;0;A;44;51;6
866020;2022-06-18;121;F;1;2;B;62;70;6
866041;2022-06-18;955;F;3;2;C;66;77;6
866057;2022-06-18;479;F;1;0;B;16;16;4
866112;2022-06-18;250;F;4;1;B;24;24;5
866117;2022-06-18;264;F;4;1;B;68;78;6
866182;2022-06-18;69;M;4;3;A;16;17;5
866189;2022-06-18;190;M;1;4;B;1;1;1
866213;2022-06-18;551;M;1;0;C;45;49;6
866257;2022-06-18;980;F;1;0;B;37;39;6
866324;2022-06-18;293;M;4;0;B;9;10;5
866368;2022-06-18;517;F;3;1;B;4;4;2
866455;2022-06-18;229;M;2;2;C;68;78;6
866506;2022-06-18;727;M;4;2;C;51;59;6
866594;2022-06-18;928;F;5;1;B;33;35;6
866669;2022-06-18;286;M;4;0;B;27;28;5
866751;2022-06-18;973;F;4;0;B;10;10;4
866807;2022-06-18;204;F;3;3;B;29;29;5
866898;2022-06-18;330;F;1;0;B;31;34;6
866959;2022-06-18;234;M;3;4;B;46;54;5
866968;2022-06-18;53;M;1;1;B;63;75;7
867028;2022-06-18;167;M;1;1;A;68;85;7
867107;2022-06-18;719;M;1;0;B;33;36;6
867127;2022-06-18;14;M;1;3;B;5;5;2
867220;2022-06-18;771;F;4;0;B;32;35;5
867243;2022-06-18;911;F;2;0;B;19;19;6
867283;2022-06-18;914;M;2;4;B;9;9;2
867334;2022-06-18;150;M;1;4;B;33;34;7
867376;2022-06-18;21;M;3;0;B;47;59;6
867453;2022-06-18;85;M;1;0;B;41;44;6
867481;2022-06-18;635;F;4;0;B;56;60;6
867524;2022-06-18;735;F;4;0;B;7;7;5
867538;2022-06-18;65;M;4;0;B;58;76;6
867615;2022-06-22;772;F;2;0;B;20;21;4
867664;2022-06-22;751;F;2;0;B;21;22;4
867689;2022-06-22;783;F;1;0;B;15;17;3
867752;2022-06-22;155;F;2;0;B;58;62;6
867844;2022-06-22;699;F;1;0;C;42;48;6
867878;2022-06-22;661;M;3;0;B;42;48;5
867943;2022-06-22;43;M;2;0;B;24;24;6
867957;2022-06-22;434;M;1;4;B;14;15;3
868002;2022-06-22;663;F;4;0;B;45;52;6
868011;2022-06-22;306;F;3;0;B;73;88;5
868047;2022-06-22;887;F;3;0;B;52;58;7
868128;2022-06-22;881;F;5;1;C;41;50;6
868140;2022-06-22;350;F;5;1;B;52;58;5
868189;2022-06-22;146;F;2;0;B;72;84;7
868225;2022-06-22;488;M;3;2;B;66;85;6
868282;2022-06-22;63;F;3;0;B;4;4;3
868304;2022-06-22;738;M;1;0;C;19;20;4
868317;2022-06-22;162;F;1;1;B;61;77;7
868347;2022-06-22;920;F;5;3;B;55;67;6
868391;2022-06-22;124;F;4;2;B;9;9;5
868410;2022-06-22;855;M;4;1;C;55;67;5
868443;2022-06-22;259;M;1;1;B;69;85;5
868515;2022-06-22;366;M;3;4;B;24;26;4
868613;2022-06-22;110;M;3;0;C;31;32;3
868676;2022-06-22;219;M;2;0;B;71;83;4
868752;2022-06-22;866;M;2;2;C;59;67;7
868807;2022-06-22;749;F;4;1;B;23;23;5
868821;2022-06-22;42;M;2;2;B;30;32;6
868824;2022-06-22;102;F;1;2;C;62;74;6
868892;2022-06-22;214;F;4;0;B;37;39;5
868956;2022-06-22;373;F;4;2;B;71;86;6
869005;2022-06-22;753;F;1;3;C;59;65;6
869037;2022-06-22;970;M;2;4;B;21;21;5
869123;2022-06-22;101;F;1;0;C;74;89;6
869209;2022-06-22;841;M;1;0;B;29;29;4
869306;2022-06-22;729;M;3;0;B;66;87;6
869405;2022-06-22;625;F;4;0;C;9;9;3
869481;2022-06-22;770;M;2;3;B;5;5;2
869544;2022-06-22;211;M;2;1;B;4;4;1
869606;2022-06-22;567;F;1;0;C;68;77;6
869673;2022-06-22;736;M;1;0;C;32;32;6
869680;2022-06-22;837;F;2;0;C;74;89;5
869760;2022-06-22;674;M;4;1;B;10;11;4
869820;2022-06-22;223;F;3;0;B;44;45;5
869858;2022-06-22;128;F;2;0;B;6;6;4
869894;2022-06-22;269;F;3;3;B;65;75;6
869984;2022-06-22;956;M;5;1;C;15;15;3
869986;2022-06-22;241;M;4;1;B;12;13;3
869990;2022-06-22;99;F;1;4;C;66;73;7
869998;2022-06-22;933;M;2;2;B;18;18;5
870022;2022-06-22;234;M;3;4;B;27;28;5
870033;2022-06-22;456;M;1;4;B;4;4;4
870039;2022-06-22;550;M;4;0;B;40;40;6
870069;2022-06-22;843;F;5;1;C;44;48;6
870135;2022-06-22;923;F;2;4;C;52;56;6
870219;2022-06-22;563;M;3;0;B;57;63;6
870271;2022-06-22;723;M;4;0;B;26;29;5
870365;2022-06-23;926;M;1;0;B;61;70;7
870375;2022-06-23;689;M;2;0;C;49;55;6
870443;2022-06-23;861;M;3;0;B;71;87;5
870488;2022-06-23;756;F;1;4;B;22;25;5
870521;2022-06-23;330;F;1;0;B;56;66;6
870528;2022-06-23;67;M;1;0;B;28;29;5
870613;2022-06-23;106;M;1;0;B;71;88;7
870702;2022-06-23;870;F;1;0;B;31;34;5
870796;2022-06-23;971;F;1;2;A;66;88;6
870864;2022-06-23;678;F;3;0;C;37;41;5
870932;2022-06-23;154;M;2;3;B;30;31;6
870976;2022-06-23;690;F;1;3;B;35;38;5
871060;2022-06-23;148;M;3;4;A;39;45;6
871128;2022-06-23;661;M;3;0;B;58;74;7
871199;2022-06-23;225;M;4;0;C;13;13;4
871257;2022-06-23;616;F;1;2;C;67;85;6
871345;2022-06-23;486;M;4;0;B;43;48;6
871368;2022-06-23;935;F;2;0;B;64;74;5
871382;2022-06-23;746;M;3;0;C;52;57;5
871457;2022-06-23;284;M;4;1;B;50;61;6
871518;2022-06-23;163;F;3;0;A;55;60;5
871527;2022-06-23;235;F;4;0;B;55;67;5
871612;2022-06-23;74;M;3;0;C;53;61;6
871617;2022-06-23;440;F;4;0;C;62;68;6
871663;2022-06-23;493;M;2;4;B;66;74;6
871757;2022-06-23;800;M;1;0;C;57;67;6
871780;2022-06-30;898;F;4;0;C;39;46;5
871813;2022-06-30;590;M;4;3;B;62;71;6
871854;2022-06-30;666;F;2;2;B;22;22;5
871912;2022-06-30;298;F;4;0;C;71;76;7
871977;2022-06-30;435;F;2;0;C;66;78;6
872052;2022-06-30;364;F;4;2;C;58;75;6
872066;2022-06-30;215;M;2;4;B;50;61;6
872110;2022-06-30;455;F;2;0;C;41;44;5
872181;2022-06-30;979;F;3;0;A;75;89;5
872207;2022-06-30;955;F;3;2;C;68;82;6
872268;2022-06-30;382;F;3;0;C;35;36;6
872311;2022-06-30;254;F;5;2;B;36;37;5
872321;2022-06-30;286;M;4;0;B;56;64;6
872358;2022-06-30;59;M;2;0;A;14;15;6
872404;2022-06-30;74;M;3;0;C;65;78;6
872444;2022-06-30;397;F;1;0;B;53;57;5
872502;2022-06-30;40;M;2;1;B;69;80;5
872528;2022-06-30;968;F;1;0;B;30;32;4
872581;2022-06-30;382;F;3;0;C;54;66;6
872593;2022-06-30;825;M;1;2;C;77;88;7
872625;2022-06-30;234;M;3;4;B;45;47;5
872627;2022-06-30;999;M;2;2;C;62;65;5
872668;2022-06-30;561;M;2;0;B;8;8;4
872730;2022-06-30;911;F;2;0;B;45;54;5
872829;2022-06-30;793;M;1;3;B;51;61;6
872911;2022-06-30;312;M;1;0;A;6;6;3
872980;2022-06-30;945;F;2;3;B;32;36;4
872988;2022-06-30;501;M;1;0;B;58;66;7
873080;2022-06-30;87;M;3;2;A;17;18;6
873161;2022-06-30;384;F;3;2;C;30;33;4
873162;2022-06-30;177;F;3;2;C;11;11;3
873165;2022-06-30;987;F;1;0;B;74;85;6
873189;2022-06-30;746;M;3;0;C;2;2;1
873264;2022-06-30;226;F;4;0;B;21;22;6
873290;2022-06-30;41;M;3;0;C;66;85;6
873356;2022-06-30;47;F;4;0;B;58;69;6
873405;2022-06-30;536;M;4;0;B;68;80;6
873486;2022-06-30;232;M;3;1;B;31;31;4
873533;2022-06-30;516;M;1;0;C;33;34;5
873606;2022-06-30;355;M;3;4;B;32;34;4
873703;2022-06-30;260;F;2;0;C;41;45;5
873730;2022-06-30;554;F;3;0;A;9;9;3
873827;2022-06-30;963;M;3;0;B;3;3;3
873844;2022-06-30;890;M;3;0;C;49;55;5
873916;2022-06-30;588;F;1;4;C;41;47;5
873969;2022-06-30;783;F;1;0;B;54;63;6
874068;2022-06-30;205;M;2;4;B;58;60;5
874137;2022-06-30;998;F;2;0;C;12;12;3
874155;2022-06-30;625;F;4;0;C;60;78;6
874192;2022-06-30;897;M;2;1;C;57;64;4
874198;2022-06-30;519;M;2;4;B;64;75;7
874216;2022-06-30;140;F;1;0;C;28;32;5
874235;2022-06-30;384;F;3;2;C;51;60;6
874247;2022-06-30;531;F;3;1;B;16;16;4
874343;2022-06-30;999;M;2;2;C;8;8;4
874353;2022-06-30;764;F;3;1;B;27;30;5
874399;2022-06-30;584;M;3;0;B;63;77;6
874426;2022-06-30;864;F;1;3;B;74;86;7
874501;2022-06-30;164;M;2;3;A;16;17;6
874533;2022-06-30;398;F;4;1;B;74;88;6
874584;2022-06-30;255;M;4;0;B;67;83;6
874598;2022-06-30;910;M;2;2;B;53;62;5
874695;2022-06-30;444;F;2;0;B;35;37;4
874721;2022-06-30;279;M;1;2;B;29;31;5
874801;2022-06-30;761;F;1;4;B;17;18;6
874849;2022-06-30;298;F;4;0;C;23;23;4
874932;2022-06-30;322;M;2;0;B;48;49;7
874936;2022-06-30;277;F;1;3;B;25;27;5
874969;2022-06-30;917;M;1;0;A;56;64;6
875001;2022-06-30;665;M;1;4;B;30;30;6
875029;2022-06-30;498;M;3;2;B;69;78;6
875092;2022-06-30;127;F;4;2;C;33;38;6
875160;2022-06-30;921;M;2;3;B;28;28;6
875226;2022-06-30;881;F;5;1;C;11;11;4
875234;2022-06-30;211;M;2;1;B;57;66;6
875249;2022-06-30;304;F;2;3;B;71;85;7
875285;2022-01-07;277;F;1;3;B;66;74;7
875348;2022-01-07;581;F;4;2;C;25;26;6
875401;2022-01-07;339;F;4;0;C;44;49;5
875488;2022-01-07;789;F;5;1;B;3;3;1
